seq1	19q2.3	(24.3,55.8)
seq700	12q6.10	(81.6,72.2)
seq701	18q14.11	(88.7,56.4)
seq702	11p8.15	(52.2,87.0)
seq703	12q13.1	(5.5,98.5)
seq704	1q3.7	(83.7,4.3)
seq705	20p3.11	(50.9,43.1)
seq706	3q8.7	(56.3,59.8)
seq707	22q6.9	(14.1,40.2)
seq708	12p12.2	(1.3,26.0)
seq709	20q1.15	(92.4,7.3)
seq710	11q15.5	(43.6,27.4)
seq711	17q4.5	(2.5,6.9)
seq712	20q3.12	(49.9,45.4)
seq713	6q12.15	(17.4,43.3)
seq714	5q9.11	(23.3,58.9)
seq715	20p8.3	(69.0,19.9)
seq716	7p7.5	(43.0,27.3)
seq717	8p3.15	(12.1,98.6)
seq718	11p11.11	(73.1,80.9)
seq719	18q8.12	(72.8,35.3)
seq720	16q7.11	(30.8,12.0)
seq721	3q2.15	(33.3,61.6)
seq722	9p5.12	(57.7,36.9)
seq723	11p14.6	(71.4,71.7)
seq724	4p4.9	(41.2,1.2)
seq725	4p5.5	(7.8,82.5)
seq726	11p13.14	(65.3,66.2)
seq727	14p6.8	(69.5,78.4)
seq728	16p10.6	(83.7,65.7)
seq729	12p5.15	(54.2,67.2)
seq730	13p15.10	(18.9,23.1)
seq731	7q2.6	(69.2,17.0)
seq732	18p14.4	(75.5,66.4)
seq733	13p10.1	(46.4,51.4)
seq734	2p3.3	(66.3,86.3)
seq735	22p10.3	(88.6,69.9)
seq736	17q5.10	(30.7,10.5)
seq737	6q10.7	(77.6,12.8)
seq738	3q13.6	(79.3,2.1)
seq739	14q3.12	(97.0,12.3)
seq740	7q9.9	(92.4,12.2)
seq741	9q15.4	(55.8,87.1)
seq742	21p6.13	(75.0,27.1)
seq743	9q2.5	(36.6,44.0)
seq744	1p7.1	(11.1,30.8)
seq745	18p12.11	(53.8,14.1)
seq746	8q15.7	(63.9,93.1)
seq747	1p5.11	(45.9,44.8)
seq748	6q15.7	(9.2,22.0)
seq749	7q2.12	(72.5,55.7)
seq750	20q13.5	(97.0,48.9)
seq751	5p6.1	(84.4,30.8)
seq752	21q15.1	(11.9,77.0)
seq753	10q1.5	(13.6,80.4)
seq754	19p8.6	(85.6,7.3)
seq755	4q5.6	(89.4,26.0)
seq756	19p8.4	(3.3,62.7)
seq757	8p9.11	(29.6,96.4)
seq758	20q15.14	(4.5,16.5)
seq759	17p10.2	(67.1,75.6)
seq760	22q13.15	(59.7,68.7)
seq761	16p6.1	(39.2,12.3)
seq762	4q5.12	(56.1,7.2)
seq763	7q9.6	(24.3,53.9)
seq764	6p11.6	(94.9,96.2)
seq765	17q9.13	(58.0,14.7)
seq766	3q9.1	(31.1,77.3)
seq767	15p11.15	(30.2,30.4)
seq768	8q12.11	(34.8,78.2)
seq769	17p4.14	(25.2,4.5)
seq770	12p10.4	(3.5,5.7)
seq771	21q2.7	(19.2,60.4)
seq772	8p15.2	(34.7,28.4)
seq773	13p5.5	(89.4,10.1)
seq774	1p6.13	(62.1,7.5)
seq775	19p14.13	(19.2,85.9)
seq776	11q7.1	(7.6,20.7)
seq777	12q1.5	(98.1,13.3)
seq778	2p10.10	(8.9,27.7)
seq779	5q4.10	(33.7,11.8)
seq780	1q5.1	(17.1,16.1)
seq781	11p14.1	(48.0,12.0)
seq782	17p6.6	(40.3,40.7)
seq783	19q6.3	(60.9,55.1)
seq784	13q3.13	(77.9,49.5)
seq785	4p13.4	(94.2,5.1)
seq786	15p10.11	(27.8,51.3)
seq787	19p14.12	(95.7,92.1)
seq788	18q5.15	(58.4,86.6)
seq789	11q2.9	(37.4,96.0)
seq790	12q6.7	(7.5,46.7)
seq791	12p12.8	(21.6,80.2)
seq792	4p7.9	(66.9,32.0)
seq793	9q2.12	(51.4,75.8)
seq794	19q2.2	(19.5,87.2)
seq795	6q15.7	(75.0,78.3)
seq796	13p3.14	(46.9,34.7)
seq797	17q6.14	(70.1,84.3)
seq798	14p3.11	(27.9,85.2)
seq799	4q4.1	(3.0,34.0)
seq800	20p15.5	(61.0,7.9)
seq801	12p10.8	(17.7,55.9)
seq802	2p12.12	(82.8,25.7)
seq803	2q4.7	(61.7,16.0)
seq804	21p4.5	(33.1,34.1)
seq805	12q14.10	(52.3,16.5)
seq806	3q6.7	(9.4,0.1)
seq807	5p14.6	(33.1,1.2)
seq808	14q1.11	(13.6,46.3)
seq809	11p3.5	(62.7,18.0)
seq810	21p11.4	(19.6,20.6)
seq811	6p6.15	(11.3,39.2)
seq812	18p8.14	(46.9,75.6)
seq813	8p4.12	(63.2,36.0)
seq814	14q14.12	(35.5,19.8)
seq815	3q15.2	(43.6,61.4)
seq816	16p14.11	(48.0,80.9)
seq817	18q7.12	(4.6,34.7)
seq818	15q6.10	(45.3,13.8)
seq819	20p8.11	(29.6,59.2)
seq820	5q8.2	(10.4,24.6)
seq821	20p2.10	(7.1,13.5)
seq822	1p11.14	(32.2,40.5)
seq823	19p12.7	(41.4,99.4)
seq824	10q10.15	(12.8,11.2)
seq825	10q12.10	(5.9,6.2)
seq826	4q9.13	(14.4,66.2)
seq827	17p10.15	(43.2,33.2)
seq828	18q5.6	(7.9,32.1)
seq829	19p6.5	(35.9,60.1)
seq830	11q13.13	(57.8,2.6)
seq831	11p5.7	(37.7,44.7)
seq832	18p14.8	(72.6,32.0)
seq833	16p4.9	(83.3,13.0)
seq834	9p4.5	(29.9,93.6)
seq835	21p14.13	(81.0,86.9)
seq836	10q8.2	(9.2,45.3)
seq837	20q10.9	(13.1,27.5)
seq838	12p12.15	(83.1,91.6)
seq839	17p14.14	(6.4,2.1)
seq840	13q9.2	(30.8,98.1)
seq841	22p13.2	(30.1,49.5)
seq842	22q10.14	(28.9,53.7)
seq843	19p13.12	(63.2,48.2)
seq844	10q2.9	(51.6,77.3)
seq845	12q1.11	(69.2,96.9)
seq846	13q9.7	(61.5,56.6)
seq847	22q15.8	(13.0,73.5)
seq848	21q12.15	(4.6,26.5)
seq849	6q14.13	(55.5,39.5)
seq850	10p13.11	(23.7,90.8)
seq851	22p9.14	(15.1,67.2)
seq852	16q9.13	(86.6,46.8)
seq853	9p5.3	(63.3,76.6)
seq854	11p8.9	(34.5,58.8)
seq855	11p2.13	(22.3,48.7)
seq856	18q2.12	(2.7,24.6)
seq857	22p3.11	(2.3,56.4)
seq858	19q2.5	(87.4,82.4)
seq859	4q7.14	(57.9,37.7)
seq860	1p7.4	(17.3,95.9)
seq861	8q2.15	(72.9,20.2)
seq862	18q9.4	(40.3,41.5)
seq863	19q6.3	(31.9,21.8)
seq864	10q8.11	(51.6,28.0)
seq865	20q10.3	(15.2,97.9)
seq866	10p14.8	(61.9,3.8)
seq867	20q11.3	(89.3,7.9)
seq868	7p3.1	(52.3,14.4)
seq869	12p13.2	(58.2,96.3)
seq870	6p6.6	(58.0,36.6)
seq871	6q15.6	(53.9,60.9)
seq872	3p6.13	(28.1,66.7)
seq873	14p5.3	(24.6,18.3)
seq874	2q4.7	(10.8,69.5)
seq875	15q1.15	(63.0,32.7)
seq876	20p11.11	(8.3,65.9)
seq877	22q4.14	(32.4,41.0)
seq878	3q5.13	(89.8,55.4)
seq879	6q11.11	(28.8,91.3)
seq880	18q4.6	(40.6,31.8)
seq881	12p12.1	(80.5,40.5)
seq882	14p6.13	(12.8,57.6)
seq883	2q6.12	(54.3,55.5)
seq884	13q14.7	(65.1,87.4)
seq885	7p5.13	(86.1,22.4)
seq886	3q7.5	(82.9,63.9)
seq887	15q6.8	(10.1,1.7)
seq888	11q2.2	(56.5,61.1)
seq889	8p14.14	(46.4,56.8)
seq890	1q10.9	(11.7,9.1)
seq891	6q13.1	(4.0,93.9)
seq892	14q5.1	(69.1,1.1)
seq893	18q11.12	(67.7,32.4)
seq894	3q6.12	(92.5,43.5)
seq895	22p10.2	(13.4,5.0)
seq896	6q12.10	(25.0,83.0)
seq897	5p7.13	(85.1,74.4)
seq898	14q1.5	(29.9,16.0)
seq899	20p15.13	(3.3,84.6)
seq900	11q14.15	(54.2,13.3)
seq901	19p4.1	(5.6,97.6)
seq902	6q9.5	(4.2,92.6)
seq903	21p4.8	(36.5,11.5)
seq904	12q14.9	(84.5,94.1)
seq905	12p11.4	(75.9,62.7)
seq906	6q13.7	(1.6,12.8)
seq907	13q7.7	(13.9,63.9)
seq908	18p2.7	(66.2,93.4)
seq909	9q15.10	(45.2,93.9)
seq910	18q15.6	(21.0,42.9)
seq911	3q15.8	(35.0,39.9)
seq912	14p1.9	(4.3,82.7)
seq913	17q6.13	(88.4,42.7)
seq914	19p4.3	(63.9,53.1)
seq915	21q7.15	(83.0,77.9)
seq916	1q2.6	(79.1,47.5)
seq917	3p5.1	(75.7,53.8)
seq918	12p13.1	(71.4,88.1)
seq919	6q7.8	(24.6,43.2)
seq920	21q9.9	(23.3,92.2)
seq921	14q15.12	(19.5,56.7)
seq922	9q1.7	(84.1,11.6)
seq923	3p4.11	(40.4,67.0)
seq924	9p14.3	(96.7,74.3)
seq925	17q8.7	(58.7,69.9)
seq926	4p8.7	(33.5,58.7)
seq927	2q1.12	(2.0,85.6)
seq928	3p13.8	(55.1,49.2)
seq929	3q11.3	(11.6,4.3)
seq930	13q3.13	(94.3,31.8)
seq931	7q1.12	(30.8,1.1)
seq932	5q14.10	(40.3,71.0)
seq933	2p2.15	(21.1,28.6)
seq934	10q14.5	(73.9,10.7)
seq935	3p10.12	(26.5,99.9)
seq936	14q9.14	(6.0,19.5)
seq937	2q12.12	(9.8,72.5)
seq938	1q2.9	(59.3,22.3)
seq939	14q2.5	(52.8,32.2)
seq940	13q5.7	(46.3,81.8)
seq941	5q9.7	(92.8,32.7)
seq942	4p2.9	(85.6,3.8)
seq943	6q3.11	(72.7,74.8)
seq944	3p6.10	(73.5,32.0)
seq945	16p8.6	(20.7,40.0)
seq946	21q5.5	(70.5,8.3)
seq947	12p14.10	(72.9,66.8)
seq948	12q13.7	(10.6,15.1)
seq949	4p2.15	(43.0,51.9)
seq950	13q6.11	(84.1,15.4)
seq951	20q14.4	(65.3,77.1)
seq952	7p4.11	(63.8,14.4)
seq953	5p13.5	(86.6,2.6)
seq954	20p13.11	(64.8,86.4)
seq955	4q9.9	(71.6,97.5)
seq956	3q7.5	(17.1,44.5)
seq957	7p9.8	(4.6,51.3)
seq958	15q8.15	(47.1,79.7)
seq959	18p9.6	(22.5,49.5)
seq960	19p6.15	(49.1,53.8)
seq961	2q9.4	(84.0,23.4)
seq962	6p5.15	(99.7,73.2)
seq963	5p7.10	(20.1,43.9)
seq964	14p14.13	(76.2,25.6)
seq965	7q13.7	(52.1,61.4)
seq966	22q6.2	(44.7,91.2)
seq967	16q15.15	(7.5,44.3)
seq968	4q2.9	(46.9,30.8)
seq969	17q13.15	(27.7,44.6)
seq970	14p9.1	(16.2,85.8)
seq971	18q4.5	(84.0,49.7)
seq972	1p5.13	(86.2,73.0)
seq973	11q3.4	(75.8,38.7)
seq974	5q6.6	(91.0,25.5)
seq975	20q2.12	(92.8,32.5)
seq976	5p2.14	(74.3,78.9)
seq977	21q3.1	(25.7,65.9)
seq978	11p2.15	(77.3,53.9)
seq979	1p13.11	(18.2,2.3)
seq980	18q11.10	(1.2,11.5)
seq981	18q15.7	(6.2,17.4)
seq982	18q14.10	(74.2,31.6)
seq983	2q3.6	(88.7,11.2)
seq984	4q10.2	(61.2,38.2)
seq985	20p5.4	(25.6,50.3)
seq986	22q14.10	(28.9,6.4)
seq987	15q5.4	(71.4,37.6)
seq988	11p3.11	(55.1,78.2)
seq989	10p12.1	(9.3,90.2)
seq990	3q5.11	(84.1,22.8)
seq991	3q9.7	(10.4,0.3)
seq992	16q5.3	(21.0,71.7)
seq993	4q9.15	(16.1,76.7)
seq994	19q2.3	(66.1,48.2)
seq995	11p6.13	(80.0,37.9)
seq996	4p1.12	(50.3,93.9)
seq997	3p3.7	(52.7,18.8)
seq998	22q4.4	(21.0,73.9)
seq999	13q3.4	(88.0,41.8)
seq1000	7q2.5	(49.5,57.5)
seq1001	11q4.6	(5.2,19.2)
seq1002	15p13.13	(77.2,16.5)
seq1003	22p4.14	(25.6,26.9)
seq1004	20q14.11	(81.6,91.5)
seq1005	12q1.8	(3.5,32.8)
seq1006	3q14.13	(16.3,12.2)
seq1007	16q13.3	(64.1,83.2)
seq1008	7q7.6	(2.9,92.0)
seq1009	2q8.4	(61.0,21.4)
seq1010	3p12.11	(63.5,85.7)
seq1011	18p13.13	(10.8,88.3)
seq1012	14p2.5	(2.7,20.4)
seq1013	20p3.14	(72.9,11.8)
seq1014	21q5.12	(41.6,5.3)
seq1015	17p9.3	(18.4,38.7)
seq1016	17p14.11	(33.4,35.0)
seq1017	13q5.15	(6.3,30.7)
seq1018	22q2.15	(93.2,65.9)
seq1019	19q5.15	(56.9,12.1)
seq1020	10q5.13	(23.4,70.8)
seq1021	11p4.3	(2.0,53.0)
seq1022	16p12.12	(78.7,43.3)
seq1023	20p5.3	(50.6,47.2)
seq1024	22p4.1	(32.6,89.3)
seq1025	13q11.2	(55.6,2.3)
seq1026	9p9.12	(86.8,21.0)
seq1027	6p13.5	(6.5,89.8)
seq1028	2p8.6	(39.0,80.7)
seq1029	20p13.14	(86.8,85.8)
seq1030	3p11.7	(77.8,93.0)
seq1031	8q10.4	(59.9,53.3)
seq1032	15q14.8	(60.7,22.2)
seq1033	15q14.7	(17.1,53.4)
seq1034	8q15.9	(25.8,64.7)
seq1035	1q6.4	(93.0,60.7)
seq1036	2p7.12	(56.6,10.2)
seq1037	3p14.1	(5.9,90.4)
seq1038	4p14.9	(71.5,63.3)
seq1039	5p7.8	(79.2,52.4)
seq1040	7p14.13	(56.4,16.2)
seq1041	22q15.13	(25.7,23.7)
seq1042	12p13.10	(76.2,42.9)
seq1043	3p7.9	(36.4,67.2)
seq1044	8p15.8	(3.9,14.6)
seq1045	9q7.7	(1.5,36.2)
seq1046	14p4.2	(74.2,22.4)
seq1047	6p2.9	(34.7,60.5)
seq1048	16p9.13	(87.2,79.5)
seq1049	3p8.6	(77.3,47.5)
seq1050	11q3.12	(65.9,59.1)
seq1051	9q10.4	(84.6,98.5)
seq1052	20q2.4	(12.5,64.4)
seq1053	13p3.7	(8.6,33.1)
seq1054	12p9.10	(90.0,88.3)
seq1055	7q8.12	(47.0,17.4)
seq1056	3q9.12	(7.1,58.6)
seq1057	1q14.5	(25.0,51.6)
seq1058	3q8.13	(20.7,28.9)
seq1059	22q8.8	(13.0,35.6)
seq1060	22q9.12	(24.2,27.3)
seq1061	10p1.1	(49.2,76.3)
seq1062	20q9.11	(69.7,42.8)
seq1063	21p15.4	(97.8,25.0)
seq1064	7q1.11	(94.7,26.1)
seq1065	7q2.10	(53.3,92.4)
seq1066	11q6.8	(40.7,31.3)
seq1067	9q8.6	(26.0,80.7)
seq1068	1q13.12	(81.1,30.7)
seq1069	11q7.3	(72.7,48.2)
seq1070	3p15.9	(21.1,63.3)
seq1071	12p2.1	(55.2,42.0)
seq1072	9q15.2	(84.4,26.4)
seq1073	21p4.8	(87.4,57.5)
seq1074	21q10.6	(92.3,0.6)
seq1075	20p11.9	(39.7,53.0)
seq1076	17q14.14	(29.0,39.1)
seq1077	18q10.1	(87.8,33.2)
seq1078	8q2.5	(99.3,64.1)
seq1079	4p13.3	(31.8,31.8)
seq1080	9p3.6	(18.4,11.3)
seq1081	5q2.10	(66.8,62.3)
seq1082	18p5.4	(65.8,16.9)
seq1083	5q9.5	(72.6,96.5)
seq1084	2q7.2	(65.3,96.9)
seq1085	15q11.7	(89.1,62.4)
seq1086	8p4.8	(37.5,50.8)
seq1087	22q1.10	(72.6,16.7)
seq1088	19q6.3	(54.5,15.5)
seq1089	20p9.1	(66.1,58.5)
seq1090	15q15.15	(47.6,10.0)
seq1091	13p8.15	(48.2,65.2)
seq1092	21p12.10	(0.8,41.0)
seq1093	15p6.1	(71.6,45.3)
seq1094	9p5.10	(54.1,26.7)
seq1095	11q14.5	(29.5,3.6)
seq1096	17q2.6	(20.6,5.0)
seq1097	16p6.15	(20.7,71.4)
seq1098	7q7.5	(28.8,94.2)
seq1099	4p13.1	(31.6,59.0)
seq1100	12p9.1	(13.4,88.2)
seq1101	13p13.15	(42.1,10.1)
seq1102	14q5.11	(59.4,54.2)
seq1103	5p14.9	(78.6,91.8)
seq1104	14q5.2	(33.5,84.3)
seq1105	4p8.14	(7.7,49.8)
seq1106	3q14.8	(60.1,37.6)
seq1107	7p3.6	(25.7,34.4)
seq1108	12p9.13	(65.7,59.0)
seq1109	19q9.5	(34.3,54.7)
seq1110	15p13.11	(48.9,72.7)
seq1111	21q3.2	(43.3,43.5)
seq1112	10q13.9	(33.4,97.0)
seq1113	22p15.10	(81.1,46.9)
seq1114	15q5.3	(11.0,30.6)
seq1115	16p10.12	(43.1,39.6)
seq1116	21p3.9	(77.5,3.5)
seq1117	20q1.4	(52.8,0.4)
seq1118	4p9.4	(43.9,64.3)
seq1119	18p12.1	(73.5,95.2)
seq1120	20q4.9	(86.6,70.8)
seq1121	10p6.8	(86.3,77.1)
seq1122	19q11.1	(78.7,14.3)
seq1123	17p5.6	(28.8,60.6)
seq1124	13q7.13	(10.5,58.5)
seq1125	12q5.4	(40.9,72.7)
seq1126	19q15.11	(87.1,41.4)
seq1127	3q4.12	(23.8,35.9)
seq1128	10q1.5	(86.3,74.1)
seq1129	3p1.15	(3.8,79.1)
seq1130	12p8.12	(37.1,12.0)
seq1131	12q4.13	(78.1,88.3)
seq1132	18p15.1	(87.3,40.0)
seq1133	2q5.4	(34.2,60.6)
seq1134	10q11.7	(23.1,92.8)
seq1135	14q11.11	(77.4,75.6)
seq1136	20q10.14	(34.9,78.7)
seq1137	19p5.14	(78.2,35.0)
seq1138	12q1.2	(52.8,86.9)
seq1139	9q2.12	(80.4,22.7)
seq1140	9q12.7	(97.1,28.8)
seq1141	18p7.6	(50.5,48.2)
seq1142	19q6.4	(96.4,21.6)
seq1143	12p14.1	(74.1,97.9)
seq1144	21q15.7	(30.7,20.5)
seq1145	3p1.3	(17.8,83.2)
seq1146	20q10.7	(26.9,85.4)
seq1147	6q12.13	(11.6,73.1)
seq1148	3p13.11	(32.6,10.8)
seq1149	21p7.14	(36.0,66.8)
seq1150	12q3.10	(32.5,15.3)
seq1151	22q10.10	(81.4,18.5)
seq1152	6q5.12	(43.5,68.2)
seq1153	3p15.10	(57.8,61.9)
seq1154	9p12.7	(44.9,8.5)
seq1155	20q4.13	(91.2,85.0)
seq1156	5q1.10	(24.3,79.5)
seq1157	14q11.8	(80.5,98.8)
seq1158	10p12.6	(19.8,38.8)
seq1159	19p14.7	(23.6,71.9)
seq1160	1p11.11	(80.3,76.4)
seq1161	14q7.14	(37.6,7.6)
seq1162	19p4.6	(2.7,21.0)
seq1163	1p1.14	(36.8,39.4)
seq1164	19q5.4	(98.5,81.1)
seq1165	15q5.5	(75.7,6.1)
seq1166	11p11.11	(63.8,98.2)
seq1167	1p6.5	(6.8,73.3)
seq1168	8q15.1	(32.5,16.6)
seq1169	16q12.12	(79.0,90.7)
seq1170	2q1.8	(66.9,95.5)
seq1171	15p2.1	(93.2,58.8)
seq1172	16p4.12	(89.1,35.3)
seq1173	10q15.4	(85.0,27.6)
seq1174	11p6.11	(13.8,26.3)
seq1175	1p11.14	(0.0,93.9)
seq1176	2p12.10	(38.3,89.5)
seq1177	22p12.7	(27.7,99.0)
seq1178	5p3.13	(61.2,86.0)
seq1179	20q10.1	(15.1,41.0)
seq1180	4p14.6	(45.9,95.4)
seq1181	18q9.12	(82.7,72.2)
seq1182	15q12.13	(64.0,48.0)
seq1183	16q11.6	(59.4,45.6)
seq1184	5q8.3	(93.1,56.0)
seq1185	21p3.4	(98.9,65.0)
seq1186	15p5.15	(75.5,83.8)
seq1187	20p9.10	(75.6,92.2)
seq1188	21q13.1	(85.8,99.5)
seq1189	16p9.5	(90.6,73.9)
seq1190	3p6.1	(78.3,53.3)
seq1191	17p9.1	(61.4,72.0)
seq1192	3p8.7	(61.6,42.9)
seq1193	7p5.10	(30.0,46.4)
seq1194	16p10.1	(52.2,86.1)
seq1195	20q13.5	(75.7,17.7)
seq1196	19q9.15	(59.7,83.9)
seq1197	8q11.10	(43.7,27.9)
seq1198	22p6.10	(12.3,15.2)
seq1199	20q14.2	(98.8,27.3)
seq1200	17p11.1	(57.9,47.1)
seq1201	5p2.7	(70.1,18.4)
seq1202	7p10.6	(45.5,9.4)
seq1203	15p12.13	(42.9,75.4)
seq1204	5q11.10	(58.8,2.0)
seq1205	8p12.6	(32.6,3.6)
seq1206	10q3.12	(21.7,35.1)
seq1207	5p13.9	(68.0,2.5)
seq1208	1p3.7	(63.7,29.1)
seq1209	8p4.14	(62.5,25.8)
seq1210	20p1.9	(63.4,66.2)
seq1211	17q7.2	(57.0,93.8)
seq1212	9q13.8	(92.7,29.4)
seq1213	5p6.5	(92.8,19.9)
seq1214	14q10.8	(18.3,21.3)
seq1215	13p9.3	(7.7,21.1)
seq1216	4q1.10	(79.4,29.8)
seq1217	14q7.14	(95.4,68.6)
seq1218	17p6.9	(64.9,8.5)
seq1219	17p2.15	(85.4,36.5)
seq1220	21p13.13	(15.0,5.1)
seq1221	16p5.11	(31.1,88.1)
seq1222	2p1.2	(10.2,94.1)
seq1223	1q9.2	(47.2,49.7)
seq1224	18q13.5	(61.9,15.6)
seq1225	6q2.1	(95.5,15.5)
seq1226	6q2.3	(21.1,58.8)
seq1227	14p15.5	(23.9,86.5)
seq1228	1q15.2	(43.1,98.3)
seq1229	9p1.14	(70.2,94.7)
seq1230	22p8.10	(54.4,76.0)
seq1231	1q5.5	(6.0,68.2)
seq1232	12p4.11	(16.0,5.5)
seq1233	7p8.11	(8.8,32.6)
seq1234	6q14.3	(63.9,51.9)
seq1235	5q4.8	(37.0,16.5)
seq1236	20p2.4	(91.0,44.9)
seq1237	21p3.12	(54.0,19.4)
seq1238	19p6.5	(15.3,22.7)
seq1239	13q11.11	(83.1,21.6)
seq1240	2p15.12	(96.8,55.5)
seq1241	22q14.15	(28.6,37.7)
seq1242	13q14.15	(8.0,7.9)
seq1243	12q3.4	(77.1,99.2)
seq1244	22q10.2	(9.3,48.6)
seq1245	21p9.8	(7.5,84.6)
seq1246	6q2.2	(24.0,28.0)
seq1247	14q3.15	(82.8,91.1)
seq1248	19p11.12	(55.4,58.1)
seq1249	19q1.3	(24.5,24.0)
seq1250	16p11.15	(48.6,53.0)
seq1251	3q8.6	(89.2,14.7)
seq1252	17p10.8	(15.3,99.7)
seq1253	21p5.7	(21.2,76.0)
seq1254	20q7.3	(7.1,86.6)
seq1255	2p10.9	(77.2,77.1)
seq1256	14q10.8	(31.7,11.9)
seq1257	3q3.8	(22.2,51.9)
seq1258	19q8.8	(68.9,3.0)
seq1259	16p5.11	(65.6,90.9)
seq1260	11p8.8	(28.8,69.6)
seq1261	7q6.3	(74.2,83.2)
seq1262	5p12.11	(25.6,2.8)
seq1263	13p9.2	(37.9,50.1)
seq1264	21q12.15	(48.2,25.2)
seq1265	2p2.4	(30.7,33.6)
seq1266	5p2.2	(77.7,6.6)
seq1267	9p2.6	(58.8,18.2)
seq1268	8p2.3	(3.6,52.4)
seq1269	14q5.13	(97.6,77.1)
seq1270	19q7.10	(81.2,98.0)
seq1271	5p13.10	(14.4,79.4)
seq1272	15p15.13	(72.6,93.5)
seq1273	8p13.8	(27.7,51.1)
seq1274	14p5.12	(53.5,24.2)
seq1275	7q5.12	(55.7,76.0)
seq1276	16p3.5	(52.5,52.8)
seq1277	12p6.2	(25.7,80.8)
seq1278	13p7.14	(58.7,11.2)
seq1279	8p15.3	(4.0,17.0)
seq1280	18q3.15	(43.9,18.6)
seq1281	10q14.6	(47.6,10.4)
seq1282	18p1.9	(22.5,7.0)
seq1283	18q12.8	(76.9,70.9)
seq1284	2q4.7	(14.8,8.1)
seq1285	2p10.12	(17.2,2.8)
seq1286	16p12.9	(78.9,26.8)
seq1287	13q8.2	(92.0,65.0)
seq1288	4p8.2	(75.9,77.0)
seq1289	3p8.1	(14.9,66.0)
seq1290	2p12.3	(74.7,90.0)
seq1291	16p2.13	(13.9,8.2)
seq1292	13p13.6	(6.1,4.5)
seq1293	11p13.11	(82.8,61.0)
seq1294	11p3.12	(25.2,40.3)
seq1295	8q2.10	(55.0,58.3)
seq1296	12p14.10	(4.9,60.4)
seq1297	19p1.7	(31.2,2.7)
seq1298	8p5.5	(74.4,38.3)
seq1299	9q4.5	(67.9,66.8)
seq1300	5q2.14	(16.7,58.1)
seq1301	18p10.4	(58.3,61.3)
seq1302	17p8.13	(74.4,55.6)
seq1303	15q5.7	(4.3,35.9)
seq1304	6p6.2	(13.1,88.3)
seq1305	18p8.2	(2.9,64.6)
seq1306	19p9.13	(14.9,31.1)
seq1307	2q8.14	(7.6,4.7)
seq1308	14p9.8	(72.9,70.1)
seq1309	10q10.6	(98.7,99.2)
seq1310	9q13.5	(18.3,99.1)
seq1311	11q1.5	(99.3,86.0)
seq1312	16p5.9	(86.9,93.7)
seq1313	18q11.8	(28.4,95.0)
seq1314	18q14.15	(76.9,99.2)
seq1315	14q8.10	(2.7,4.1)
seq1316	3q7.2	(81.4,36.0)
seq1317	20q15.2	(31.9,16.1)
seq1318	18p9.5	(51.6,54.1)
seq1319	12p11.9	(45.1,71.4)
seq1320	5q4.8	(91.2,64.3)
seq1321	20p9.12	(29.2,7.6)
seq1322	5q8.4	(90.5,98.2)
seq1323	6q13.5	(78.8,56.2)
seq1324	11q11.1	(85.9,62.1)
seq1325	18q5.1	(36.8,56.5)
seq1326	13q8.11	(95.0,10.8)
seq1327	7p1.13	(85.9,15.7)
seq1328	20p15.1	(40.2,98.5)
seq1329	14q8.10	(71.3,89.8)
seq1330	8q12.10	(53.8,71.8)
seq1331	7p7.5	(63.9,80.5)
seq1332	18p14.11	(46.9,57.9)
seq1333	11q13.9	(62.5,89.4)
seq1334	14p3.8	(34.3,65.3)
seq1335	9q11.12	(42.4,39.0)
seq1336	7q4.9	(96.2,99.7)
seq1337	2q5.4	(11.7,7.0)
seq1338	6q1.7	(95.0,63.2)
seq1339	4q10.15	(81.3,52.5)
seq1340	20q12.9	(13.8,65.1)
seq1341	22q10.4	(65.8,25.9)
seq1342	15p13.12	(49.2,1.4)
seq1343	5q11.12	(75.9,13.6)
seq1344	21q14.8	(48.0,84.0)
seq1345	10p7.7	(92.3,36.8)
seq1346	13q15.6	(33.9,96.0)
seq1347	19q15.13	(49.8,49.1)
seq1348	11q6.12	(77.8,73.0)
seq1349	1p15.4	(84.1,83.3)
seq1350	9q1.8	(79.3,40.3)
seq1351	17p3.3	(16.6,14.3)
seq1352	13p14.4	(63.8,43.1)
seq1353	7q2.14	(14.0,5.6)
seq1354	11p10.3	(48.5,22.1)
seq1355	4q3.11	(85.6,64.5)
seq1356	4p1.8	(42.1,8.5)
seq1357	21p10.14	(11.0,83.9)
seq1358	8p13.14	(5.8,56.3)
seq1359	10p7.1	(90.3,94.8)
seq1360	8q7.7	(28.5,31.6)
seq1361	1p7.8	(70.8,6.7)
seq1362	4q15.3	(56.8,37.7)
seq1363	18q7.2	(37.9,86.1)
seq1364	14q11.14	(45.2,90.5)
seq1365	17q8.12	(16.0,98.5)
seq1366	14p15.2	(42.5,57.5)
seq1367	3p9.9	(99.9,34.4)
seq1368	9p9.14	(23.7,20.3)
seq1369	9p6.5	(19.0,56.6)
seq1370	13q5.15	(25.5,81.1)
seq1371	20p13.11	(5.5,11.1)
seq1372	14q14.14	(52.7,50.5)
seq1373	7q8.1	(13.3,79.8)
seq1374	14p6.8	(34.3,67.7)
seq1375	9p10.4	(48.1,13.3)
seq1376	3q12.10	(9.9,71.1)
seq1377	2q8.1	(27.4,99.1)
seq1378	7p10.6	(44.2,65.2)
seq1379	9p12.2	(3.8,14.5)
